,Term,ID,Subject,Catalog,Session,Location,Final_Letter,Final_Numeric,SPE_Letter,SPE_Numeric,NBME_Letter,NBME_Numeric,OSCE_Letter,OSCE_Numeric,Final_Letter2,SPE_Letter2,NBME_Letter2,OSCE_Letter2
2585,5301,1819,PE,300,S3A,"Baystate Medical Center - Springfield, MA",H,3.28,High Honors,3.57,Pass,80,Pass,84,Honors,High Honors,Pass,Pass
2586,5401,1819,FC,300,S3A,"Baystate Medical Center - Springfield, MA",H,93.93,High Honors,44.57,Honors,18.2,Honors,17.46,Honors,High Honors,Honors,Honors
2587,5300,1819,ME,300B,1B5,"Baystate Medical Center - Springfield, MA",H,3.29,High Honors,3.54,Pass,2.5,Honors,3,Honors,High Honors,Pass,Honors
2588,5300,1819,NU,302,1C3,"Baystate Medical Center - Springfield, MA",H,89.9,High Honors,3.73,Honors,78,Honors,16,Honors,High Honors,Honors,Honors
2589,5301,1819,SU,300,3B5,"Baystate Medical Center - Springfield, MA",H,3.4,High Honors,3.75,High Honors,82,Honors,72,Honors,High Honors,High Honors,Honors
2590,5100,1574,PS,300,S1B,UMMHC-C/L,H,NA,High Honors,89,Pass,80,Honors,80,Honors,High Honors,Pass,Honors
2591,5100,1574,PE,300,S1C,UMMHC-University Campus,H,NA,High Honors,3.3,NA,68,Pass,82,Honors,High Honors,NA,Pass
2592,5100,1574,ME,300B,S2B,Berkshire Medical Center,P,NA,Honors,3.24,Pass,2,Pass,2,Pass,Honors,Pass,Pass
2593,5200,1574,FC,300,S2B,Worcester Area South,H,NA,High Honors,44.98,Honors,17.94,Honors,17.19,Honors,High Honors,Honors,Honors
2594,5100,1574,NU,302,S2C,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,4,Honors,83,High Honors,20,High Honors,High Honors,Honors,High Honors
2595,5101,1574,SU,300,S3A,UMMHC-Memorial Surgical Oncology,H,NA,Honors,3.24,Pass,63,High Honors,76,Honors,Honors,Pass,High Honors
2596,5101,1574,OB,300,S3C,Berkshire Medical Center,H,NA,Honors,37,Pass,7,Honors,21,Honors,Honors,Pass,Honors
2597,5300,1452,FC,300,S2A,Worcester Area North,HH,96.08,High Honors,44.98,Honors,17.67,High Honors,19.03,High Honors,High Honors,Honors,High Honors
2598,5300,1452,PS,300,S2B,TaraVista Behavioral Health Center,H,90,High Honors,97,Honors,84,Pass,77,Honors,High Honors,Honors,Pass
2599,5300,1452,PE,300,S2C,Baystate Medical Center,HH,3.46,High Honors,3.88,Honors,80,Pass,83,High Honors,High Honors,Honors,Pass
2600,5301,1452,OB,300,S3B,Baystate Medical Center,H,78,High Honors,42,Pass,7,Honors,20,Honors,High Honors,Pass,Honors
2601,5300,1452,NU,302,1A4,UMMHC-University Campus,H,80.8,Honors,3.06,Honors,81,Honors,16,Honors,Honors,Honors,Honors
2602,5300,1452,ME,300B,1C5,Berkshire Medical Center,H,3.11,Honors,3.1,Honors,3.3,Honors,3,Honors,Honors,Honors,Honors
2603,5301,1452,SU,300,3C5,UMMHC-Memorial MIS,H,3.2,High Honors,3.71,Pass,73,Honors,71,Honors,High Honors,Pass,Honors
2604,5100,1007,SU,300,S2A,UMMHC-University ACS,H,NA,High Honors,3.5,Pass,64,Honors,74,Honors,High Honors,Pass,Honors
2605,5100,1007,OB,300,S2B,Milford Regional Medical Center,H,NA,High Honors,44,Honors,11,Honors,19,Honors,High Honors,Honors,Honors
2606,5101,1007,ME,300B,S3B,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.59,Pass,2.4,Pass,2,Honors,High Honors,Pass,Pass
2607,5101,1007,NU,302,S3C,UMMHC-University Campus,P,NA,Honors,3,Pass,77,Pass,13,Pass,Honors,Pass,Pass
2608,5000,1334,OB,300,S1C,Milford Regional Medical Center,H,NA,Honors,38,Honors,11,Honors,21,Honors,Honors,Honors,Honors
2609,5001,1334,FC,300,S3A,Worcester Area South,H,NA,High Honors,38.08,NA,12.9,Honors,12.65,Honors,High Honors,NA,Honors
2610,5001,1334,PS,300,S3B,Worcester Recovery Center and Hospital - Adult Unit,H,NA,NA,NA,Honors,90,Honors,87,Honors,NA,Honors,Honors
2611,5001,1334,PE,300,S3C,UMMHC-University Campus,S,NA,NA,NA,Satisfactory,NA,Satisfactory,89,Satisfactory,NA,Satisfactory,Satisfactory
2612,5000,1334,SU,300,1A5,UMMHC-Memorial Colorectal,H,NA,High Honors,3.63,Honors,77,Pass,78,Honors,High Honors,Honors,Pass
2613,5000,1334,NU,302,2A4,UMMHC-University Campus,HH,NA,High Honors,3.72,Honors,81,Honors,16,High Honors,High Honors,Honors,Honors
2614,5000,1334,ME,300B,2B5,Milford Regional Medical Center,H,NA,Honors,3.29,Honors,3,Pass,2,Honors,Honors,Honors,Pass
2615,5400,1703,PE,300,S1A,Baystate Medical Center,HH,3.46,High Honors,3.51,Pass,77,High Honors,92,High Honors,High Honors,Pass,High Honors
2616,5400,1703,PS,300,S1B,Taunton State Hospital,HH,95,High Honors,100,Honors,90,High Honors,94,High Honors,High Honors,Honors,High Honors
2617,5400,1703,FC,300,S1C,Southeast Area,HH,97.92,High Honors,44.57,High Honors,19,High Honors,19.35,High Honors,High Honors,High Honors,High Honors
2618,5401,1703,OB,300,S3A,UMMHC-Memorial Campus,HH,90,High Honors,41,Honors,11,High Honors,23,High Honors,High Honors,Honors,High Honors
2619,5400,1703,NU,302,2A4,UMMHC-University Campus,H,88.7,Honors,3.58,Honors,85,Honors,82,Honors,Honors,Honors,Honors
2620,5400,1703,ME,300B,2C5,Falmouth Hospital,HH,3.68,High Honors,3.95,High Honors,3.5,Honors,3,High Honors,High Honors,High Honors,Honors
2621,5401,1703,SU,300,3B5,Milford Regional Medical Center,HH,4,High Honors,3.88,High Honors,84,High Honors,83,High Honors,High Honors,High Honors,High Honors
2622,5300,1812,PE,300,S1A,"Baystate Medical Center - Springfield, MA",H,3.21,Honors,3.19,Pass,75,Honors,88,Honors,Honors,Pass,Honors
2623,5300,1812,PS,300,S1B,"Baystate Medical Center - Springfield, MA",H,89,High Honors,94,Pass,80,Honors,80,Honors,High Honors,Pass,Honors
2624,5300,1812,FC,300,S1C,"Baystate Medical Center - Springfield, MA",H,91.92,High Honors,43.34,Pass,16.12,High Honors,18.06,Honors,High Honors,Pass,High Honors
2625,5301,1812,OB,300,S3A,"Baystate Medical Center - Springfield, MA",H,86,High Honors,44,Pass,7,Honors,20,Honors,High Honors,Pass,Honors
2626,5300,1812,ME,300B,2A5,"Baystate Medical Center - Springfield, MA",H,3.2,High Honors,3.58,Honors,3,Pass,2,Honors,High Honors,Honors,Pass
2627,5300,1812,NU,302,2B3,"Baystate Medical Center - Springfield, MA",H,83.4,High Honors,3.64,Honors,80,Pass,12,Honors,High Honors,Honors,Pass
2628,5301,1812,SU,300,3B5,"Baystate Medical Center - Springfield, MA",H,3.4,High Honors,4,Pass,74,Honors,72,Honors,High Honors,Pass,Honors
2629,4900,1147,PE,300,S2A,Baystate Medical Center,H,NA,Honors,3.05,NA,76,Honors,86,Honors,Honors,NA,Honors
2630,4900,1147,PS,300,S2B,Berkshire Medical Center,H,NA,NA,NA,Pass,82,Honors,82,Honors,NA,Pass,Honors
2631,4900,1147,FC,300,S2C,Worcester Area South,H,NA,High Honors,37.68,NA,12.1,High Honors,14.3,Honors,High Honors,NA,High Honors
2632,4901,1147,SU,300,S3B,UMMHC-University & Memorial Campuses,HH,NA,High Honors,3.62,Honors,78,High Honors,78,High Honors,High Honors,Honors,High Honors
2633,4901,1147,OB,300,S3C,UMMHC-Memorial Campus,HH,NA,High Honors,44,Pass,7,High Honors,23,High Honors,High Honors,Pass,High Honors
2634,4802,1147,NU,302,1C3,Holyoke Health Center,H,NA,Honors,2.83,Honors,80,Honors,16,Honors,Honors,Honors,Honors
2635,4900,1097,PE,300,S1A,Baystate Medical Center,P,NA,Honors,2.98,NA,67,Pass,83,Pass,Honors,NA,Pass
2636,4900,1097,FC,300,S1B,Worcester Area South,H,NA,Honors,36.32,NA,13.4,High Honors,13.59,Honors,Honors,NA,High Honors
2637,4900,1097,PS,300,S1C,Worcester Recovery Center and Hospital - Adult Unit,H,NA,NA,NA,Pass,81,Honors,82,Honors,NA,Pass,Honors
2638,4900,1097,SU,300,S2B,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.66,Pass,70,Honors,70,Honors,High Honors,Pass,Honors
2639,4900,1097,OB,300,S2C,Milford Regional Medical Center,H,NA,High Honors,43,Pass,7,Honors,20,Honors,High Honors,Pass,Honors
2640,4901,1097,NU,302,3C3,Berkshire Medical Center,P,NA,Honors,3.1,Pass,66,Honors,16,Pass,Honors,Pass,Honors
2641,5200,1597,OB,300,S1A,Cape Cod Hospital,H,NA,Honors,37,Pass,7,Honors,20,Honors,Honors,Pass,Honors
2642,5201,1597,FC,300,S3A,Southeast Area,H,NA,High Honors,42.11,Pass,16.45,Honors,17.8,Honors,High Honors,Pass,Honors
2643,5201,1597,PE,300,S3B,Baystate Medical Center,HH,NA,High Honors,3.68,Honors,81,High Honors,91,High Honors,High Honors,Honors,High Honors
2644,5201,1597,PS,300,S3C,Dr. J. Corrigan Mental Health Center,H,NA,High Honors,96,Honors,89,Honors,86,Honors,High Honors,Honors,Honors
2645,5200,1597,SU,300,1C5,UMMHC-Memorial Colorectal,H,NA,High Honors,3.79,Pass,66,Honors,72,Honors,High Honors,Pass,Honors
2646,5200,1597,NU,302,2A4,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.33,Honors,79,Honors,17,Honors,Honors,Honors,Honors
2647,5200,1597,ME,300B,2C5,Milford Regional Medical Center,H,NA,High Honors,3.58,Pass,2.8,Honors,3,Honors,High Honors,Pass,Honors
2648,5100,1478,FC,300,S1A,Worcester Area South,H,NA,High Honors,37.68,NA,13.4,Honors,17.36,Honors,High Honors,NA,Honors
2649,5100,1478,PS,300,S1B,UMMHC-C/L (Pediatric),H,NA,Honors,86,Pass,76,Honors,87,Honors,Honors,Pass,Honors
2650,5100,1478,PE,300,S1C,UMMHC-University Campus,H,NA,Honors,3.07,NA,72,Honors,86,Honors,Honors,NA,Honors
2651,5100,1478,NU,302,S2A,Saint Vincent Hospital Massachusetts,P,NA,Honors,3.17,Honors,75,Pass,13,Pass,Honors,Honors,Pass
2652,5100,1478,ME,300B,S2B,Milford Regional Medical Center,H,NA,High Honors,3.72,Pass,2,Pass,2,Honors,High Honors,Pass,Pass
2653,5101,1478,OB,300,S3A,Saint Vincent Hospital Massachusetts,H,NA,Honors,37,Pass,7,Honors,21,Honors,Honors,Pass,Honors
2654,5101,1478,SU,300,S3C,Cape Cod Hospital,H,NA,High Honors,3.7,Pass,69,Pass,66,Honors,High Honors,Pass,Pass
2655,5100,1571,PE,300,S1A,UMMHC-University Campus,HH,NA,Honors,3.35,NA,87,Honors,89,High Honors,Honors,NA,Honors
2656,5100,1571,PS,300,S1B,TaraVista Behavioral Health Center,HH,NA,High Honors,97,Honors,85,High Honors,89,High Honors,High Honors,Honors,High Honors
2657,5100,1571,FC,300,S1C,Worcester Area South,H,NA,High Honors,38.08,NA,12.97,Honors,17.53,Honors,High Honors,NA,Honors
2658,5100,1571,SU,300,S2B,Cape Cod Hospital,HH,NA,High Honors,3.63,Pass,74,High Honors,80,High Honors,High Honors,Pass,High Honors
2659,5100,1571,OB,300,S2C,UMMHC-Memorial Campus,H,NA,Honors,37,Honors,11,Honors,22,Honors,Honors,Honors,Honors
2660,5101,1571,NU,302,S3B,Baystate Medical Center,HH,NA,Honors,3.48,Honors,84,High Honors,20,High Honors,Honors,Honors,High Honors
2661,5101,1571,ME,300B,S3C,UMMHC-Marlborough Hospital,H,NA,High Honors,3.57,High Honors,3.5,Honors,3,Honors,High Honors,High Honors,Honors
2662,4900,1136,SU,300,S2B,UMMHC-University & Memorial Campuses,HH,NA,High Honors,3.67,High Honors,84,High Honors,80,High Honors,High Honors,High Honors,High Honors
2663,4900,1136,OB,300,S2C,UMMHC-Memorial Campus,HH,NA,High Honors,41,Honors,11,Honors,22,High Honors,High Honors,Honors,Honors
2664,4901,1136,PS,300,S3A,Worcester Recovery Center and Hospital - Adolescent Unit,H,NA,NA,NA,Pass,78,Honors,83,Honors,NA,Pass,Honors
2665,4901,1136,PE,300,S3B,UMMHC-University Campus,HH,NA,High Honors,3.49,NA,90,High Honors,92,High Honors,High Honors,NA,High Honors
2666,4901,1136,FC,300,S3C,Worcester Area South,HH,NA,High Honors,39.28,NA,13.16,High Honors,15,High Honors,High Honors,NA,High Honors
2667,4900,1136,NU,302,1B4,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.58,Honors,77,Honors,16,Honors,High Honors,Honors,Honors
2668,5400,1941,OB,300,S2C,UMMHC-Memorial Campus,HH,93,High Honors,43,Honors,11,High Honors,24,High Honors,High Honors,Honors,High Honors
2669,5401,1941,PS,300,S3A,Cape Cod Hospital,HH,93,High Honors,97,Honors,84,High Honors,93,High Honors,High Honors,Honors,High Honors
2670,5401,1941,FC,300,S3B,Worcester Area North,HH,95.03,High Honors,44.98,Honors,17,High Honors,19.05,High Honors,High Honors,Honors,High Honors
2671,5401,1941,PE,300,S3C,UMMHC-University Campus,HH,3.7,High Honors,3.77,Honors,83,High Honors,95,High Honors,High Honors,Honors,High Honors
2672,5400,1941,NU,302,1A4,UMMHC-University Campus,H,88.1,High Honors,3.8,Pass,73,High Honors,87,Honors,High Honors,Pass,High Honors
2673,5400,1941,ME,300B,1C5,Berkshire Medical Center,HH,3.7,High Honors,3.87,Honors,3.2,High Honors,3.5,High Honors,High Honors,Honors,High Honors
2674,5400,1941,SU,300,2A5,Cape Cod Hospital,HH,3.8,High Honors,3.91,Honors,78,High Honors,77,High Honors,High Honors,Honors,High Honors
2675,5100,1459,ME,300B,S1B,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.62,Honors,3.1,High Honors,3.5,High Honors,High Honors,Honors,High Honors
2676,5100,1459,NU,302,S1C,Berkshire Medical Center,H,NA,High Honors,3.54,Honors,83,Pass,13,Honors,High Honors,Honors,Pass
2677,5100,1459,SU,300,S2A,Cape Cod Hospital,H,NA,High Honors,3.5,Pass,73,High Honors,81,Honors,High Honors,Pass,High Honors
2678,5100,1459,OB,300,S2B,UMMHC-Memorial Campus,HH,NA,High Honors,43,Pass,7,High Honors,23,High Honors,High Honors,Pass,High Honors
2679,5101,1459,FC,300,S3A,Worcester Area North,HH,NA,High Honors,39.68,NA,12.1,Honors,17.5,High Honors,High Honors,NA,Honors
2680,5101,1459,PE,300,S3B,UMMHC-University Campus,H,NA,High Honors,3.47,NA,74,Pass,83,Honors,High Honors,NA,Pass
2681,5101,1459,PS,300,S3C,TaraVista Behavioral Health Center,HH,NA,High Honors,96,Pass,71,High Honors,89,High Honors,High Honors,Pass,High Honors
2682,5400,1988,OB,300,S1B,Milford Regional Medical Center,H,85,Honors,39,Honors,11,Honors,20,Honors,Honors,Honors,Honors
2683,5400,1988,FC,300,S2A,Worcester Area South,H,90.28,Honors,40.06,High Honors,18.4,Honors,17.12,Honors,Honors,High Honors,Honors
2684,5400,1988,PE,300,S2B,UMMHC-University Campus,HH,3.68,Honors,3.28,High Honors,86,High Honors,90,High Honors,Honors,High Honors,High Honors
2685,5400,1988,PS,300,S2C,Dr. J. Corrigan Mental Health Center,HH,92,High Honors,94,Honors,86,High Honors,90,High Honors,High Honors,Honors,High Honors
2686,5400,1988,SU,300,1C5,Berkshire Medical Center,H,3.4,High Honors,3.87,High Honors,88,Pass,67,Honors,High Honors,High Honors,Pass
2687,5401,1988,NU,302,3A4,Baystate Medical Center,H,85.4,Honors,3.42,Honors,83,Honors,81,Honors,Honors,Honors,Honors
2688,5401,1988,ME,300B,3C5,Milford Regional Medical Center,HH,3.62,High Honors,3.53,High Honors,3.8,High Honors,3.5,High Honors,High Honors,High Honors,High Honors
2689,5100,1505,PE,300,S1A,UMMHC-University Campus,H,NA,Pass,2.6,NA,74,Honors,88,Honors,Pass,NA,Honors
2690,5100,1505,FC,300,S1B,Worcester Area South,H,NA,Honors,35.68,NA,13.78,Honors,17.81,Honors,Honors,NA,Honors
2691,5100,1505,PS,300,S1C,UMMHC-8 East,H,NA,Honors,85,Honors,81,Honors,86,Honors,Honors,Honors,Honors
2692,5100,1505,OB,300,S2A,UMMHC-Memorial Campus,H,NA,High Honors,42,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
2693,5100,1505,SU,300,S2B,Berkshire Medical Center,HH,NA,High Honors,3.63,Honors,77,High Honors,76,High Honors,High Honors,Honors,High Honors
2694,5101,1505,NU,302,S3A,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.25,Honors,82,High Honors,20,Honors,Honors,Honors,High Honors
2695,5101,1505,ME,300B,S3C,UMMHC-Memorial Campus,H,NA,Honors,3.4,Honors,3.1,High Honors,4,Honors,Honors,Honors,High Honors
2696,5400,1978,PE,300,S1A,UMMHC-University Campus,H,3.13,Pass,2.78,Pass,73,High Honors,90,Honors,Pass,Pass,High Honors
2697,5400,1978,PS,300,S1B,UMMHC-C/L,HH,91,High Honors,96,Honors,87,High Honors,88,High Honors,High Honors,Honors,High Honors
2698,5400,1978,FC,300,S1C,Worcester Area North,H,92.22,Honors,40.06,High Honors,19.4,Honors,17.76,Honors,Honors,High Honors,Honors
2699,5401,1978,OB,300,S3A,UMMHC-Memorial Campus,HH,93,High Honors,45,Honors,11,High Honors,23,High Honors,High Honors,Honors,High Honors
2700,5400,1978,NU,302,2A4,UMMHC-University Campus,H,86.1,Honors,3.53,High Honors,88,Honors,79,Honors,Honors,High Honors,Honors
2701,5400,1978,ME,300B,2C5,Milford Regional Medical Center,HH,3.6,High Honors,3.83,High Honors,3.5,Honors,3,High Honors,High Honors,High Honors,Honors
2702,5401,1978,SU,300,3B5,Milford Regional Medical Center,HH,4,High Honors,3.95,High Honors,82,High Honors,78,High Honors,High Honors,High Honors,High Honors
2703,5400,1983,OB,300,S2A,Milford Regional Medical Center,P,62,Pass,26,Pass,7,Pass,19,Pass,Pass,Pass,Pass
2704,5401,1983,PE,300,S3A,UMMHC-University Campus,H,3.12,Pass,2.81,Honors,78,Honors,89,Honors,Pass,Honors,Honors
2705,5401,1983,PS,300,S3B,Hospital for Behavioral Medicine,H,91,High Honors,96,Honors,87,Honors,84,Honors,High Honors,Honors,Honors
2706,5401,1983,FC,300,S3C,Worcester Area North,H,92.59,High Honors,43.75,Pass,16.4,Honors,17.74,Honors,High Honors,Pass,Honors
2707,5400,1983,NU,302,1B3,Saint Vincent Hospital Massachusetts,P,76.07,Pass,3.27,Pass,70.5,Pass,65,Pass,Pass,Pass,Pass
2708,5400,1983,ME,300B,1C5,Saint Vincent Hospital Massachusetts,H,3.17,Honors,3.46,Pass,2.2,Honors,3,Honors,Honors,Pass,Honors
2709,5000,1282,OB,300,S1B,Milford Regional Medical Center,H,NA,High Honors,41,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
2710,5000,1282,PS,300,S2A,UMMHC-8 East,H,NA,NA,NA,Honors,84,Pass,79,Honors,NA,Honors,Pass
2711,5000,1282,FC,300,S2B,Worcester Area North,H,NA,High Honors,39.28,NA,12.27,Honors,12.24,Honors,High Honors,NA,Honors
2712,5000,1282,PE,300,S2C,UMMHC-University Campus,P,NA,Pass,2.28,NA,75,High Honors,86,Pass,Pass,NA,High Honors
2713,5000,1282,SU,300,1C5,UMMHC-Memorial Colorectal,H,NA,Honors,3.2,Pass,74,Pass,81,Honors,Honors,Pass,Pass
2714,5001,1282,NU,302,3A3,UMMHC-University Campus,H,NA,Honors,3.11,Honors,84,Pass,13,Honors,Honors,Honors,Pass
2715,5001,1282,ME,300B,3C5,UMMHC-Memorial Campus,S,NA,Honors,3.29,High Honors,4,Honors,3,Satisfactory,Honors,High Honors,Honors
2716,5200,1566,OB,300,S1C,Milford Regional Medical Center,H,NA,Honors,34,Pass,7,Honors,21,Honors,Honors,Pass,Honors
2717,5201,1566,PE,300,S3A,UMMHC-University Campus,H,NA,Honors,3.35,Pass,76,Honors,85,Honors,Honors,Pass,Honors
2718,5201,1566,PS,300,S3B,TaraVista Behavioral Health Center,H,NA,High Honors,99,Pass,77,Honors,86,Honors,High Honors,Pass,Honors
2719,5201,1566,FC,300,S3C,Worcester Area North,H,NA,High Honors,44.57,Pass,15.89,Honors,17.19,Honors,High Honors,Pass,Honors
2720,5200,1566,SU,300,1A5,Cape Cod Hospital,H,NA,High Honors,3.87,Pass,68,High Honors,76,Honors,High Honors,Pass,High Honors
2721,5200,1566,NU,302,2A4,Lahey Hospital & Medical Center,P,NA,High Honors,3.96,Pass,63,Pass,10,Pass,High Honors,Pass,Pass
2722,5200,1566,ME,300B,2B5,Milford Regional Medical Center,P,NA,Honors,3.13,Pass,2.2,Pass,2.5,Pass,Honors,Pass,Pass
2723,5100,1414,SU,300,S1A,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.42,Pass,72,High Honors,78,Honors,Honors,Pass,High Honors
2724,5100,1414,OB,300,S1C,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,43,Honors,11,Honors,20,Honors,High Honors,Honors,Honors
2725,5100,1414,ME,300B,S2B,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.27,Pass,2.4,Honors,3,Honors,Honors,Pass,Honors
2726,5100,1414,NU,302,S2C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.1,Honors,82,Honors,17,Honors,Honors,Honors,Honors
2727,5101,1414,PS,300,S3A,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,94,Honors,90,High Honors,88,High Honors,High Honors,Honors,High Honors
2728,5101,1414,FC,300,S3B,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,38.88,NA,12.6,Honors,17.53,Honors,High Honors,NA,Honors
2729,5101,1414,PE,300,S3C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.36,NA,77,Pass,81,Honors,Honors,NA,Pass
2730,4900,1052,OB,300,S1B,Cape Cod Hospital,H,NA,Honors,36,Pass,7,Honors,21,Honors,Honors,Pass,Honors
2731,4900,1052,SU,300,S1C,Cape Cod Hospital,H,NA,High Honors,3.65,Pass,64,High Honors,77,Honors,High Honors,Pass,High Honors
2732,4901,1052,FC,300,S3A,Worcester Area South,H,NA,Honors,37.28,NA,13.2,Pass,11.51,Honors,Honors,NA,Pass
2733,4901,1052,PS,300,S3B,Cape Cod Hospital,HH,NA,NA,NA,Pass,73,High Honors,91,High Honors,NA,Pass,High Honors
2734,4901,1052,PE,300,S3C,UMMHC-University Campus,P,NA,Pass,2.85,NA,73,Honors,89,Pass,Pass,NA,Honors
2735,4900,1052,NU,302,2A4,Cape Cod Hospital,H,NA,High Honors,3.52,Pass,72,Pass,13,Honors,High Honors,Pass,Pass
2736,4900,1117,FC,300,S2A,Worcester Area North,HH,NA,High Honors,38.88,NA,14.3,High Honors,14.77,High Honors,High Honors,NA,High Honors
2737,4900,1117,PE,300,S2B,UMMHC-University Campus,HH,NA,Honors,3.2,NA,94,High Honors,96,High Honors,Honors,NA,High Honors
2738,4900,1117,PS,300,S2C,UMMHC-Psychiatric Treatment and Recovery Center (PTRC),HH,NA,NA,NA,High Honors,93,High Honors,93,High Honors,NA,High Honors,High Honors
2739,4901,1117,SU,300,S3B,UMMHC-University & Memorial Campuses,HH,NA,High Honors,3.75,High Honors,88,High Honors,87,High Honors,High Honors,High Honors,High Honors
2740,4901,1117,OB,300,S3C,Saint Vincent Hospital Massachusetts,HH,NA,Honors,39,High Honors,15,High Honors,23,High Honors,Honors,High Honors,High Honors
2741,4900,1117,NU,302,1A4,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.55,High Honors,86,High Honors,20,High Honors,High Honors,High Honors,High Honors
2742,5300,1622,OB,300,S2B,Berkshire Medical Center,H,80,Honors,34,Honors,11,Pass,20,Honors,Honors,Honors,Pass
2743,5401,1622,FC,300,S3A,Worcester Area South,H,91.85,High Honors,42.52,Pass,16.2,High Honors,18.73,Honors,High Honors,Pass,High Honors
2744,5401,1622,PS,300,S3B,UMMHC-8 East,H,91,High Honors,93,Honors,90,Honors,83,Honors,High Honors,Honors,Honors
2745,5401,1622,PE,300,S3C,UMMHC-University Campus,HH,3.71,High Honors,3.64,High Honors,89,High Honors,90,High Honors,High Honors,High Honors,High Honors
2746,5300,1622,NU,302,1A4,UMMHC-University Campus,H,81,Honors,3.4,High Honors,85,Pass,12,Honors,Honors,High Honors,Pass
2747,5300,1622,ME,300B,1C5,Berkshire Medical Center,H,3.23,Honors,3.36,Pass,2.6,Honors,3,Honors,Honors,Pass,Honors
2748,5300,1622,SU,300,2A5,UMMHC-University ACS,H,3.4,High Honors,3.68,Honors,79,Honors,72,Honors,High Honors,Honors,Honors
2749,5000,1299,PS,300,S1A,UMMHC-C/L,H,NA,NA,NA,Honors,84,High Honors,91,Honors,NA,Honors,High Honors
2750,5000,1299,FC,300,S1B,Worcester Area South,H,NA,Honors,36.14,NA,13.3,Honors,13,Honors,Honors,NA,Honors
2751,5000,1299,PE,300,S1C,UMMHC-University Campus,HH,NA,High Honors,3.73,NA,85,High Honors,91,High Honors,High Honors,NA,High Honors
